stat_id,match_id,player_id,minutes_played,goals,assists,shots,passes,tackles,yellow_cards,red_cards
77,3,237,90,0,0,4,25,3,1,0
78,3,245,90,0,0,3,69,4,0,0
79,3,236,90,0,0,1,24,0,0,0
80,3,246,90,0,0,4,57,3,0,0
81,3,252,90,0,0,2,58,2,0,0
82,3,234,13,0,1,4,73,2,0,0
83,3,238,25,0,0,4,35,1,0,0
84,3,244,27,0,0,1,30,4,0,0
85,4,230,90,3,0,0,33,2,0,0
86,4,211,90,0,0,2,26,6,1,0
87,4,219,90,0,0,4,12,2,0,0
88,4,225,90,0,0,5,36,5,0,0
89,4,223,90,0,0,5,44,5,0,0
90,4,221,90,0,0,5,48,4,1,0
91,4,217,90,0,0,3,36,5,0,0
92,4,227,90,0,0,4,33,6,0,0
93,4,220,90,0,0,5,17,1,0,0
94,4,208,90,0,1,0,62,2,0,0
95,4,216,90,0,0,2,8,2,0,0
96,4,209,7,0,0,2,14,6,0,0
97,4,226,24,0,0,4,53,0,0,0
98,4,214,19,0,0,4,16,6,0,0
99,4,455,90,0,0,5,9,0,0,0
100,4,450,90,0,0,4,39,0,0,0
101,4,440,90,0,0,3,40,4,0,0
102,4,449,90,0,0,4,73,3,0,0
103,4,445,90,0,0,0,20,1,0,0
104,4,444,90,0,0,1,35,6,0,0
105,4,448,90,1,0,5,17,5,0,0
106,4,454,90,0,0,0,19,0,1,0
107,4,443,90,0,0,4,37,2,0,0
108,4,442,90,0,0,2,10,3,0,0
109,4,441,90,0,0,4,16,6,0,0
110,4,447,9,0,0,4,21,2,0,0
111,4,446,10,0,0,3,56,3,0,0
112,4,456,15,0,0,1,58,6,0,0
113,5,251,90,0,1,1,52,1,0,0
114,5,235,90,0,0,1,40,1,1,0
115,5,240,90,0,1,4,67,5,0,0
116,5,242,90,1,0,1,70,2,0,0
117,5,231,90,0,0,2,16,1,0,0
118,5,248,90,0,0,2,27,4,0,0
119,5,252,90,0,0,1,8,2,0,0
120,5,234,90,0,0,3,43,6,0,0
121,5,249,90,0,0,3,67,3,0,0
122,5,245,90,0,0,1,18,6,0,0
123,5,253,90,0,0,1,41,5,0,0
124,5,243,9,0,0,4,11,6,0,0
125,5,237,42,0,0,0,41,4,0,0
126,5,239,14,0,0,1,45,1,0,0
127,5,358,90,0,0,3,53,0,0,0
128,5,357,90,0,1,2,37,0,0,0
129,5,362,90,0,0,3,68,3,0,0
130,5,346,90,0,0,0,74,5,0,0
131,5,353,90,0,0,4,30,3,0,0
132,5,351,90,0,0,0,74,2,0,0
133,5,366,90,0,0,2,52,3,0,0
134,5,350,90,0,1,1,64,1,0,0
135,5,364,90,0,0,1,31,1,0,0
136,5,348,90,0,1,1,61,6,0,0
137,5,359,90,0,0,3,34,4,0,0
138,5,355,6,0,0,1,28,1,0,0
139,5,367,41,0,1,1,41,1,0,0
140,5,368,41,0,0,5,44,0,0,0
141,6,453,90,0,0,1,56,3,0,0
142,6,460,90,0,0,4,61,6,0,0
143,6,443,90,0,0,4,12,6,0,0
144,6,445,90,0,1,5,24,4,0,1
145,6,451,90,0,0,5,63,4,0,0
146,6,442,90,0,0,3,37,6,0,0
147,6,458,90,0,0,5,20,3,0,0
148,6,446,90,0,0,0,44,4,0,0
149,6,440,90,0,0,5,8,4,0,0
150,6,449,90,0,0,1,48,3,0,0
151,6,448,90,0,0,2,41,6,0,0
152,6,454,44,0,0,5,58,6,0,0
153,6,457,40,0,0,2,69,2,0,0
154,6,447,30,0,0,5,23,5,0,0
155,6,75,90,0,0,0,41,1,0,0
156,6,73,90,0,0,3,74,2,0,0
157,6,76,90,0,0,5,71,3,1,0
158,6,86,90,0,0,1,12,6,0,0
159,6,82,90,1,0,5,12,2,0,1
160,6,80,90,0,0,2,59,2,0,0
161,6,71,90,0,0,0,16,0,0,0
162,6,92,90,0,0,4,52,2,0,0
163,6,90,90,0,0,1,66,3,0,0
164,6,87,90,0,0,0,17,4,0,0
165,6,70,90,0,0,2,40,5,0,0
166,6,89,35,0,0,2,66,5,0,0
167,6,72,6,0,0,2,16,3,0,0
168,6,77,19,0,0,3,53,4,0,0
169,7,377,90,1,0,3,33,1,0,0
170,7,376,90,1,0,1,53,1,0,0
171,7,378,90,0,1,5,71,4,1,0
172,7,371,90,0,0,3,55,4,0,0
173,7,381,90,0,0,4,43,3,0,0
174,7,379,90,0,0,3,36,6,0,0
175,7,388,90,0,0,3,12,4,0,0
176,7,374,90,0,0,3,23,5,0,0
177,7,390,90,0,1,5,34,3,0,0
178,7,384,90,0,0,2,31,4,0,0
179,7,382,90,0,0,2,54,1,0,0
180,7,372,28,0,0,3,43,3,0,0
181,7,389,41,0,0,0,42,6,0,0
182,7,373,29,0,0,5,27,3,0,0
183,7,154,90,0,0,0,35,6,0,0
184,7,143,90,0,1,5,50,2,0,0
185,7,159,90,0,0,2,52,0,0,0
186,7,155,90,0,0,4,33,4,0,0
187,7,156,90,0,0,2,53,2,0,0
188,7,149,90,0,0,0,56,4,0,0
189,7,161,90,0,1,1,51,3,0,0
190,7,148,90,0,0,0,18,1,0,0
191,7,160,90,0,0,5,42,4,0,0
192,7,147,90,0,0,2,74,3,0,0
193,7,158,90,0,1,5,38,5,0,0
194,7,139,10,0,0,3,21,0,1,0
195,7,145,40,0,1,3,75,6,0,0
196,7,140,44,0,0,5,57,2,0,0
197,8,130,90,0,0,1,30,4,0,0
198,8,136,90,0,0,4,47,2,0,0
199,8,120,90,3,0,2,60,2,0,1
200,8,137,90,0,0,1,52,2,0,1
201,8,132,90,0,0,3,46,0,0,0
202,8,121,90,0,0,4,55,1,0,0
203,8,116,90,0,0,5,57,6,0,0
204,8,117,90,0,0,4,42,2,0,0
205,8,126,90,0,0,0,31,1,0,0
206,8,133,90,0,0,4,70,1,0,0
207,8,129,90,0,1,0,44,2,0,0
208,8,123,5,1,0,0,71,1,0,0
209,8,127,36,0,0,0,50,0,0,0
210,8,124,8,0,0,4,68,1,0,0
211,8,82,90,0,0,2,49,1,0,0
212,8,70,90,0,0,2,69,5,0,0
213,8,73,90,1,0,0,38,5,0,0
214,8,77,90,0,0,4,23,3,0,1
215,8,92,90,0,1,5,68,5,0,0
216,8,84,90,0,1,1,71,0,0,0
217,8,89,90,0,0,5,15,0,0,0
218,8,71,90,0,0,0,24,3,0,0
219,8,90,90,0,0,2,64,5,0,0
220,8,86,90,0,0,1,40,0,0,0
221,8,81,90,0,0,5,70,1,0,0
222,8,85,25,0,0,2,28,0,0,0
223,8,78,21,0,0,3,8,6,0,0
224,8,87,16,0,0,4,54,6,0,0
225,9,233,90,1,0,0,24,1,0,0
226,9,252,90,0,0,0,12,4,0,0
227,9,248,90,0,0,4,40,0,0,0
228,9,243,90,0,1,1,70,6,1,0
229,9,237,90,0,1,4,61,6,0,0
230,9,247,90,0,0,2,75,0,0,0
231,9,246,90,0,1,1,74,0,1,0
232,9,235,90,0,0,1,75,5,0,0
233,9,240,90,0,0,5,61,5,1,0
234,9,251,90,0,0,3,62,0,0,0
235,9,236,90,0,0,2,28,4,0,0
236,9,249,27,0,0,4,49,6,0,0
237,9,241,32,0,0,2,38,4,0,0
238,9,250,40,0,0,2,54,3,0,0
239,9,255,90,0,0,4,27,0,1,0
240,9,263,90,0,1,2,39,1,0,0
241,9,273,90,0,0,4,35,5,1,0
242,9,254,90,0,0,3,20,4,0,0
243,9,270,90,0,0,3,18,6,1,0
244,9,258,90,0,0,3,61,6,0,0
245,9,275,90,0,0,4,9,5,0,0
246,9,274,90,0,0,0,48,4,0,0
247,9,271,90,0,0,1,14,5,0,0
248,9,257,90,0,0,4,72,0,0,0
249,9,267,90,0,0,1,51,0,0,0
250,9,259,40,0,0,0,59,4,0,0
251,9,269,13,0,0,1,70,3,0,0
252,9,268,44,0,0,4,39,1,1,0
253,10,425,90,0,0,2,64,4,0,0
254,10,436,90,0,0,2,27,6,0,0
255,10,433,90,0,0,4,26,6,0,0
256,10,417,90,0,0,2,65,3,1,0
257,10,418,90,0,0,4,41,4,0,0
258,10,428,90,3,0,5,10,3,0,0
259,10,432,90,0,1,1,15,2,0,0
260,10,426,90,0,0,3,9,0,0,0
261,10,420,90,0,0,5,54,6,1,0
262,10,435,90,0,0,3,37,3,0,0
263,10,429,90,0,0,3,19,1,0,0
264,10,427,40,0,0,0,13,1,0,0
265,10,424,36,0,0,1,10,2,0,0
266,10,415,24,0,0,4,43,6,1,0
267,10,197,90,0,0,5,37,3,0,0
268,10,185,90,0,0,2,65,4,0,0
269,10,202,90,0,0,1,25,2,0,0
270,10,193,90,0,0,1,28,2,1,0
271,10,192,90,0,0,1,11,6,0,0
272,10,189,90,0,0,5,43,1,0,0
273,10,195,90,3,0,4,37,4,0,0
274,10,207,90,0,0,3,25,4,0,0
275,10,201,90,0,0,3,70,3,0,0
276,10,187,90,1,0,2,60,1,0,0
277,10,186,90,0,0,0,30,3,0,0
278,10,196,25,0,0,1,62,3,0,0
279,10,191,29,0,0,3,75,5,0,0
280,10,204,38,0,1,3,13,1,0,0
281,11,370,90,0,0,0,74,1,0,0
282,11,386,90,1,0,1,25,3,0,0
283,11,381,90,3,0,5,33,3,1,0
284,11,385,90,0,0,5,28,5,0,0
285,11,391,90,0,0,5,54,0,0,0
286,11,375,90,0,0,4,28,3,0,0
287,11,378,90,0,0,2,27,1,0,0
288,11,383,90,0,0,3,47,2,0,0
289,11,390,90,0,0,1,23,1,0,1
290,11,373,90,0,0,0,66,3,0,0
291,11,389,90,0,1,3,38,1,0,0
292,11,382,31,0,0,4,8,1,0,0
293,11,376,45,0,0,1,14,1,0,0
294,11,371,7,0,1,0,46,2,0,0
295,11,106,90,0,0,0,62,6,0,0
296,11,98,90,1,0,2,75,3,0,0
297,11,114,90,0,0,0,75,0,0,0
298,11,102,90,0,0,5,44,3,0,0
299,11,111,90,0,0,4,53,1,0,0
300,11,110,90,0,0,3,71,6,0,0
301,11,113,90,0,0,1,8,0,1,0
302,11,107,90,0,1,1,61,3,1,0
303,11,104,90,0,0,1,9,5,0,0
304,11,112,90,0,0,2,46,4,0,0
305,11,109,90,0,1,2,51,3,0,0
306,11,93,6,0,0,1,50,6,0,0
307,11,94,35,0,0,5,25,3,0,0
308,11,97,39,0,0,3,60,5,1,0
309,12,134,90,0,0,3,29,4,0,0
310,12,137,90,1,0,5,48,5,1,0
311,12,126,90,0,0,1,55,3,0,0
312,12,133,90,0,0,1,22,2,0,0
313,12,135,90,0,0,3,72,0,0,0
314,12,116,90,0,0,2,69,5,0,0
315,12,122,90,0,0,0,74,5,0,0
316,12,136,90,0,1,3,74,0,1,0
317,12,128,90,0,0,4,19,2,0,0
318,12,130,90,0,0,5,47,0,0,0
319,12,121,90,0,0,2,33,1,0,0
320,12,117,33,0,0,2,27,1,0,0
321,12,118,44,0,0,0,34,4,0,0
322,12,120,14,0,0,2,39,1,1,0
323,12,218,90,0,0,4,65,4,0,0
324,12,225,90,0,0,5,18,6,0,0
325,12,222,90,0,1,5,67,0,0,0
326,12,209,90,0,0,3,68,1,0,0
327,12,212,90,0,0,2,54,3,0,0
328,12,208,90,0,0,2,66,3,1,0
329,12,223,90,0,0,3,29,2,0,0
330,12,227,90,0,1,0,59,6,0,0
331,12,224,90,0,0,0,46,4,0,0
332,12,214,90,0,0,1,28,3,0,0
333,12,229,90,0,0,4,63,6,0,0
334,12,228,26,0,0,1,30,5,0,0
335,12,221,41,0,0,0,67,2,0,0
336,12,230,16,0,0,3,16,4,1,0
337,13,266,90,0,0,3,33,1,0,0
338,13,264,90,0,0,2,63,5,0,0
339,13,269,90,1,0,4,73,3,0,0
340,13,255,90,3,0,0,8,5,0,0
341,13,256,90,0,1,2,11,1,0,0
342,13,260,90,0,0,5,56,3,0,0
343,13,258,90,0,0,3,25,1,0,0
344,13,254,90,0,0,3,27,2,0,0
345,13,276,90,0,1,0,10,1,0,0
346,13,272,90,0,0,1,18,1,0,0
347,13,275,90,0,0,5,62,4,0,0
348,13,267,40,0,0,3,53,1,0,0
349,13,261,41,0,0,5,38,5,0,0
350,13,262,39,0,0,0,12,4,0,0
351,13,88,90,0,0,4,47,4,1,0
352,13,85,90,0,0,3,66,4,0,0
353,13,72,90,0,0,2,45,2,0,0
354,13,74,90,0,0,2,41,0,0,0
355,13,86,90,0,0,5,45,6,0,0
356,13,78,90,0,0,1,72,0,0,0
357,13,84,90,0,1,2,43,6,0,0
358,13,90,90,0,0,4,27,5,0,0
359,13,87,90,0,0,5,38,3,0,0
360,13,79,90,0,1,0,26,4,0,0
361,13,71,90,0,0,3,57,1,0,0
362,13,73,15,0,0,5,52,0,0,0
363,13,77,12,0,1,3,59,3,0,0
364,13,82,39,0,0,5,57,3,0,0
365,14,267,90,0,0,2,50,2,0,0
366,14,254,90,0,0,3,67,6,0,0
367,14,263,90,0,0,1,74,2,0,0
368,14,268,90,0,0,0,9,6,1,0
369,14,266,90,0,0,5,65,2,0,0
370,14,264,90,0,0,0,19,0,0,0
371,14,270,90,0,0,4,23,5,0,0
372,14,255,90,0,0,3,31,0,0,0
373,14,269,90,0,0,0,66,2,0,0
374,14,262,90,0,0,2,40,1,0,0
375,14,271,90,0,1,3,50,0,0,0
376,14,259,16,0,0,3,33,4,0,0
377,14,260,11,0,1,3,35,4,0,0
378,14,274,21,0,1,0,17,4,0,0
379,14,369,90,0,0,3,63,3,0,0
380,14,384,90,0,0,0,57,5,0,0
381,14,373,90,0,0,2,50,5,0,0
382,14,391,90,0,0,2,51,0,0,0
383,14,370,90,0,0,4,13,3,0,0
384,14,381,90,0,1,5,53,3,1,0
385,14,377,90,0,1,1,11,5,0,0
386,14,389,90,0,0,5,47,3,0,0
387,14,380,90,0,0,0,51,0,0,0
388,14,374,90,0,0,5,74,3,0,0
389,14,375,90,0,0,1,17,0,0,0
390,14,378,6,0,0,0,39,5,0,1
391,14,388,45,3,0,0,66,4,0,0
392,14,385,11,1,0,0,33,3,0,0
393,15,229,90,0,1,1,61,1,0,0
394,15,220,90,0,0,0,25,0,0,0
395,15,218,90,0,0,3,18,0,1,0
396,15,211,90,0,0,2,61,5,0,0
397,15,226,90,0,0,5,42,4,0,0
398,15,225,90,1,0,4,31,5,0,0
399,15,212,90,0,0,2,52,3,1,0
400,15,228,90,0,1,4,20,4,0,0
401,15,221,90,0,0,1,67,6,0,0
402,15,230,90,0,1,0,27,5,0,0
403,15,227,90,0,0,1,13,0,0,0
404,15,208,32,0,0,4,66,0,1,0
405,15,217,39,0,0,0,70,4,1,0
406,15,210,33,0,0,2,61,1,0,0
407,15,284,90,4,0,1,35,4,0,0
408,15,280,90,0,1,5,32,5,0,0
409,15,287,90,0,0,0,15,2,0,0
410,15,299,90,0,0,1,51,1,0,0
411,15,298,90,0,0,5,29,4,0,0
412,15,296,90,0,1,4,70,6,0,0
413,15,290,90,0,0,2,9,5,0,0
414,15,283,90,0,0,3,36,4,0,0
415,15,292,90,0,0,3,13,0,0,0
416,15,295,90,0,0,3,75,3,0,0
417,15,278,90,0,0,3,71,1,1,0
418,15,294,31,0,0,1,53,2,0,0
419,15,286,6,0,0,2,28,5,0,0
420,15,288,42,0,1,3,67,6,0,0
421,16,420,90,0,0,5,18,4,0,0
422,16,426,90,3,0,2,14,0,0,0
423,16,435,90,0,1,2,30,5,0,0
424,16,429,90,0,0,1,25,2,0,0
425,16,415,90,0,0,4,34,6,0,0
426,16,417,90,0,0,2,72,5,0,0
427,16,427,90,0,0,3,70,4,0,0
428,16,425,90,0,0,5,45,3,0,0
429,16,423,90,0,0,0,32,3,1,0
430,16,433,90,0,0,0,21,1,0,0
431,16,419,90,0,0,1,74,5,1,0
432,16,421,39,0,0,3,52,3,0,0
433,16,431,23,0,0,0,37,6,0,0
434,16,424,31,0,0,5,49,3,0,0
435,16,386,90,0,1,2,44,3,0,0
436,16,383,90,3,0,1,30,6,0,0
437,16,390,90,0,0,0,13,2,0,0
438,16,378,90,0,0,5,12,5,0,0
439,16,387,90,0,0,1,46,0,0,0
440,16,373,90,0,1,3,48,1,1,0
441,16,388,90,0,0,5,45,3,0,0
442,16,374,90,0,0,5,26,6,0,0
443,16,381,90,0,0,5,69,0,0,0
444,16,391,90,0,0,1,65,2,1,0
445,16,372,90,0,0,1,43,1,1,0
446,16,376,33,0,0,4,58,1,0,0
447,16,384,37,0,0,2,58,1,0,0
448,16,382,29,0,0,2,47,3,0,0
449,17,84,90,0,0,4,50,0,0,0
450,17,83,90,0,1,5,42,3,0,0
451,17,92,90,0,0,1,31,6,0,0
452,17,79,90,2,0,4,46,3,0,0
453,17,75,90,1,0,1,41,2,0,0
454,17,91,90,0,0,5,44,3,0,0
455,17,87,90,0,0,0,23,6,0,0
456,17,74,90,0,1,5,54,4,0,0
457,17,86,90,0,0,5,68,5,0,0
458,17,89,90,0,0,0,41,1,0,0
459,17,90,90,0,0,5,25,2,0,0
460,17,71,31,0,0,2,14,2,0,0
461,17,72,9,0,0,5,31,6,1,0
462,17,73,39,0,0,2,46,2,0,0
463,17,234,90,1,0,4,36,6,0,0
464,17,248,90,0,0,4,22,3,0,0
465,17,249,90,0,0,0,69,2,0,0
466,17,242,90,0,0,4,74,6,0,0
467,17,235,90,0,0,5,23,1,0,0
468,17,231,90,0,0,2,24,1,0,0
469,17,251,90,0,0,0,17,0,0,0
470,17,240,90,0,1,0,12,6,0,0
471,17,236,90,0,0,2,13,0,0,1
472,17,243,90,0,1,0,34,4,0,0
473,17,238,90,0,0,0,26,6,0,0
474,17,237,42,0,0,1,72,6,0,0
475,17,245,41,0,1,4,9,4,0,0
476,17,233,23,0,0,4,8,5,1,0
477,18,201,90,1,0,2,23,3,1,0
478,18,200,90,0,0,5,44,4,0,0
479,18,196,90,0,0,3,44,3,0,0
480,18,203,90,0,0,3,36,4,0,0
481,18,190,90,0,0,0,68,5,0,1
482,18,199,90,0,0,5,21,3,0,0
483,18,188,90,0,1,1,58,3,0,0
484,18,204,90,0,0,1,16,2,0,0
485,18,198,90,0,0,3,23,1,0,0
486,18,206,90,0,0,5,42,6,0,0
487,18,191,90,0,0,3,59,3,0,0
488,18,197,34,0,1,2,70,3,0,0
489,18,207,6,0,1,0,16,3,0,0
490,18,193,29,0,0,2,27,2,0,0
491,18,141,90,0,0,0,63,0,0,0
492,18,160,90,0,0,0,30,4,0,0
493,18,155,90,0,0,3,25,2,0,0
494,18,154,90,1,0,5,68,3,0,0
495,18,153,90,0,1,2,71,4,0,0
496,18,145,90,0,0,2,49,0,1,0
497,18,148,90,0,0,2,11,6,0,0
498,18,158,90,0,1,2,53,3,0,0
499,18,146,90,0,0,5,47,4,1,0
500,18,147,90,0,0,0,51,1,1,0
501,18,143,90,0,0,3,73,3,0,0
502,18,152,42,0,1,2,56,4,0,0
503,18,144,36,0,1,5,34,2,0,0
504,18,150,26,0,0,2,54,3,0,0
505,19,256,90,1,0,2,16,4,0,0
506,19,271,90,0,0,0,46,4,0,0
507,19,260,90,0,0,1,61,3,0,0
508,19,263,90,0,0,4,31,0,0,0
509,19,262,90,0,0,3,35,5,0,0
510,19,255,90,0,0,5,63,4,0,0
511,19,273,90,0,0,3,26,1,0,0
512,19,266,90,0,0,3,60,2,0,0
513,19,269,90,0,0,3,42,6,0,0
514,19,257,90,0,0,1,59,1,1,0
515,19,270,90,0,0,2,67,3,0,0
516,19,265,7,0,0,2,25,0,0,0
517,19,275,40,0,0,0,70,6,1,0
518,19,268,10,0,0,2,16,3,0,0
519,19,394,90,0,0,3,38,3,0,0
520,19,404,90,2,0,3,60,2,0,0
521,19,396,90,0,0,0,48,4,0,0
522,19,399,90,0,0,1,54,3,0,0
523,19,395,90,1,0,5,14,5,0,0
524,19,408,90,0,0,3,47,5,0,0
525,19,410,90,0,0,0,38,6,0,1
526,19,400,90,0,0,2,46,0,0,0
527,19,411,90,0,0,1,64,5,0,0
528,19,393,90,0,0,0,43,6,1,0
529,19,409,90,0,0,5,60,6,0,0
530,19,401,11,0,0,5,41,4,1,0
531,19,405,40,0,0,3,11,6,1,0
532,19,397,45,0,0,5,25,0,0,0
533,20,11,90,0,0,5,25,2,0,0
534,20,19,90,0,0,2,33,0,0,0
535,20,3,90,0,0,4,36,0,0,0
536,20,4,90,0,0,5,37,0,0,0
537,20,6,90,0,0,1,14,3,0,0
538,20,8,90,0,1,2,29,4,1,0
539,20,17,90,0,0,3,71,0,0,0
540,20,5,90,0,0,2,44,5,0,0
541,20,14,90,0,0,4,35,6,0,0
542,20,10,90,0,0,3,26,0,0,0
543,20,23,90,0,0,1,55,4,0,0
544,20,7,5,0,0,2,58,5,0,0
545,20,22,32,0,0,2,17,0,0,0
546,20,18,20,0,0,2,13,0,0,0
547,20,79,90,2,0,1,41,0,0,0
548,20,82,90,0,0,2,54,3,0,0
549,20,81,90,0,0,2,74,2,0,0
550,20,74,90,0,0,3,27,4,0,0
551,20,87,90,0,0,0,32,1,1,0
552,20,71,90,0,0,1,67,3,1,0
553,20,75,90,0,0,3,53,5,0,0
554,20,78,90,0,1,5,26,0,0,0
555,20,72,90,0,0,1,73,6,0,0
556,20,85,90,0,0,4,8,4,0,0
557,20,77,90,0,0,1,71,5,1,0
558,20,86,23,0,0,5,23,3,0,0
559,20,91,11,0,0,1,11,0,0,0
560,20,84,35,0,0,2,8,2,0,0
561,21,406,90,0,0,1,38,6,0,0
562,21,402,90,0,0,3,44,5,0,0
563,21,410,90,4,0,3,47,5,0,0
564,21,396,90,0,1,2,73,1,0,0
565,21,398,90,0,0,4,62,0,0,0
566,21,393,90,0,0,3,62,0,1,0
567,21,401,90,0,0,1,27,3,0,0
568,21,413,90,0,1,3,63,0,0,0
569,21,404,90,0,1,1,46,6,0,0
570,21,392,90,0,0,4,17,0,0,0
571,21,403,90,0,0,3,40,2,0,0
572,21,409,37,0,1,5,67,1,0,0
573,21,400,7,0,1,5,46,2,0,0
574,21,408,33,0,0,2,51,6,0,0
575,21,164,90,0,0,5,70,2,0,0
576,21,181,90,0,0,5,58,6,0,0
577,21,170,90,1,0,0,32,6,1,0
578,21,165,90,1,0,3,32,0,0,0
579,21,175,90,0,1,1,27,5,0,0
580,21,179,90,0,0,4,39,1,0,0
581,21,162,90,0,0,0,63,3,0,0
582,21,178,90,0,0,2,12,3,0,0
583,21,168,90,0,0,3,37,5,1,0
584,21,163,90,0,0,2,61,3,1,0
585,21,177,90,0,0,3,10,1,0,0
586,21,184,27,0,0,4,51,4,0,0
587,21,172,34,1,0,5,57,3,0,0
588,21,169,28,0,0,1,34,2,0,0
589,22,200,90,0,0,2,41,2,0,0
590,22,189,90,0,0,4,12,6,1,0
591,22,190,90,0,0,0,36,3,0,0
592,22,191,90,0,0,0,42,1,0,0
593,22,205,90,0,0,0,14,3,0,0
594,22,207,90,0,0,0,21,6,0,0
595,22,188,90,0,0,0,34,2,0,0
596,22,198,90,0,0,4,71,5,0,0
597,22,192,90,0,0,1,23,6,0,0
598,22,206,90,0,0,0,39,6,0,0
599,22,201,90,0,0,0,42,2,0,0
600,22,197,45,0,0,1,75,3,0,0
601,22,193,32,0,0,3,66,6,0,0
602,22,185,6,0,0,0,74,0,1,0
603,22,259,90,0,0,2,9,6,0,0
604,22,267,90,0,0,3,34,4,0,0
605,22,255,90,0,0,5,59,6,0,0
606,22,266,90,2,0,3,24,4,0,0
607,22,274,90,0,1,4,47,4,0,0
608,22,258,90,0,1,4,41,1,0,0
609,22,272,90,0,0,4,22,5,1,0
610,22,263,90,0,0,2,23,0,0,0
611,22,260,90,0,0,4,8,3,0,0
612,22,268,90,0,0,4,37,2,0,0
613,22,264,90,0,0,4,25,5,0,0
614,22,265,11,0,0,4,32,6,0,0
615,22,262,14,0,0,3,18,0,1,0
616,22,271,35,0,0,0,55,5,0,0
617,23,339,90,0,0,5,73,6,0,0
618,23,335,90,0,1,1,55,0,0,0
619,23,331,90,3,0,2,13,4,0,0
620,23,341,90,0,0,2,45,3,1,0
621,23,338,90,0,0,3,14,2,0,0
622,23,336,90,0,0,3,8,0,0,0
623,23,337,90,0,1,3,47,4,0,0
624,23,342,90,0,0,5,24,6,0,0
625,23,334,90,0,0,5,65,1,0,0
626,23,329,90,0,0,5,60,3,0,0
627,23,325,90,0,0,5,64,5,0,0
628,23,344,15,0,0,4,47,4,0,0
629,23,343,10,0,0,4,14,4,0,0
630,23,345,37,0,0,0,31,0,0,0
631,23,322,90,0,0,2,56,2,1,0
632,23,318,90,0,0,1,40,6,1,0
